review_id,sentence,tags
train_0065,香气跟以前不一样，同时一会儿就没电了,续航差|香味不对
train_0066,不像正品,疑似非正品
train_0067,鞋底软，很舒服,穿着舒适
train_0068,这款偏小，建议拍大一号，另外鞋垫的胶凹凸不平，另外玩一会儿就很烫,鞋垫不平|容易发热|建议买大一码
train_0069,版型显瘦,版型好看
train_0070,一会儿就没电了，同时缝线歪歪扭扭,做工粗糙|续航差
train_0071,半天就要充电，而且边缘老是卷着，而且正常码穿不了，要买大点,容易卷边|续航差|建议买大一码
train_0072,电池不耐用。尺码刚刚好,续航差|尺码合适
train_0073,边缘老是卷着,容易卷边
train_0074,鞋垫有点硌脚，另外包装像高仿的,鞋垫不平|疑似非正品
train_0075,口感很好，版型好看，这个价位很值,味道不错|版型好看|性价比高
train_0076,一会儿就没电了,续航差
train_0077,发货也很快,发货快
train_0078,性价比很高,性价比高
train_0079,电池耐用，另外包装像高仿的,续航久|疑似非正品
train_0080,发货也很快,发货快
train_0081,味道一般，款式时尚好看,外观好看|味道一般
train_0082,当天就发货了。鞋垫有点硌脚,发货快|鞋垫不平
train_0083,穿上很显身材，而且闻起来不对劲，而且这款偏小，建议拍大一号,版型好看|建议买大一码|香味不对
train_0084,剪裁很正，同时售后一直联系不上，同时布料太差了,客服差|面料差|版型好看
train_0085,找客服也没人理,客服差
train_0086,样子非常好看，另外物流很快，另外做工马马虎虎,做工粗糙|发货快|外观好看
train_0087,很新鲜，另外跟以前买的不一样，像假的,疑似假货|很新鲜
train_0088,面料很差，包装像高仿的,面料差|疑似非正品
train_0089,面料摸起来很廉价，另外洗一次就卷边了,容易卷边|面料差
train_0090,售后一直联系不上,客服差
train_0091,尺码刚刚好,尺码合适
train_0092,香气跟以前不一样，口感平平，收到的都很新鲜,味道一般|香味不对|很新鲜
train_0093,尺码偏小，大一号合适，同时香气很纯正，同时物流很快,建议买大一码|发货快|香味纯正
train_0094,日期很新，很新鲜,很新鲜
train_0095,料子不行，容易起球，另外售后一直联系不上,客服差|面料差
train_0096,面料很好,面料不错
train_0097,续航很久,续航久
train_0098,样子非常好看,外观好看
train_0099,发货也很快，同时样子非常好看，同时价格不贵还好用,发货快|外观好看|性价比高
train_0100,穿着很舒适,穿着舒适
train_0101,做工细致，另外不像正品,做工细致|疑似非正品
train_0102,做工粗糙。口感很好。不像正品,味道不错|做工粗糙|疑似非正品
train_0103,很快就出故障了,容易坏
train_0104,剪裁很正,版型好看
train_0105,香气跟以前不一样，另外价格不贵还好用,香味不对|性价比高
train_0106,发货速度一流，同时没什么特别，同时尺码偏小，大一号合适,发货快|建议买大一码|味道一般
train_0107,香气跟以前不一样,香味不对
train_0108,款式时尚好看，面料摸起来很廉价,外观好看|面料差
train_0109,玩一会儿就很烫，同时香味浓郁,香味纯正|容易发热
train_0110,客服没人管，发热严重,容易发热|客服差
train_0111,布料摸起来舒服,面料不错
train_0112,款式时尚好看，同时用起来很稳，同时面料摸起来很廉价,面料差|外观好看|质量好
train_0113,大小正好,尺码合适
train_0114,不像正品，同时这个价位很值，同时很快就出故障了,疑似非正品|容易坏|性价比高
train_0115,客服没人管，样子非常好看,客服差|外观好看
train_0116,怀疑买到假货了，同时布料太差了，同时做工扎实,疑似假货|面料差|质量好
train_0117,版型显瘦，同时不像正品，同时面料很差,疑似非正品|面料差|版型好看
train_0118,会卷边,容易卷边
train_0119,客服没人管,客服差
train_0120,洗一次就卷边了，另外质量很好，另外发货也很快,容易卷边|质量好|发货快
train_0121,食材很新鲜，另外用一会就发热,很新鲜|容易发热
train_0122,香气跟以前不一样,香味不对
train_0123,怀疑是假货。做工粗糙,做工粗糙|疑似非正品
train_0124,款式时尚好看。做工粗糙,做工粗糙|外观好看
train_0125,边缘老是卷着。收到的都很新鲜,很新鲜|容易卷边
train_0126,料子不行，容易起球，而且味道很不错，而且做工很精致,做工细致|面料差|味道不错
train_0127,温度控制得很好，而且做工马马虎虎，而且没什么特别,做工粗糙|味道一般|不发烫
train_0128,会卷边，同时用起来很稳,质量好|容易卷边
train_0129,半天就要充电，而且怀疑是假货，而且鞋垫的胶凹凸不平,疑似非正品|续航差|鞋垫不平
train_0130,发货也很快，同时香气跟以前不一样,香味不对|发货快
train_0131,面料质感很棒，另外感觉不是正品，另外闻起来不对劲,面料不错|香味不对|疑似非正品
train_0132,跟以前买的不一样，像假的。穿上很显身材,版型好看|疑似假货
train_0133,正常码穿不了，要买大点,建议买大一码
train_0134,散热很好。做工粗糙,不发烫|做工粗糙
train_0135,布料太差了,面料差
train_0136,售后一直联系不上，同时收到的都很新鲜，同时电池耐用,续航久|很新鲜|客服差
train_0137,用一会就发热，另外电池不耐用,容易发热|续航差
train_0138,半天就要充电，同时会卷边，同时价格不贵还好用,性价比高|容易卷边|续航差
train_0139,细节处理得很好，另外面料很差,做工细致|面料差
train_0140,很好吃,味道不错
train_0141,续航很久。食材很新鲜,续航久|很新鲜
train_0142,洗一次就卷边了,容易卷边
train_0143,散热很好,不发烫
train_0144,不怎么发热，跟以前买的不一样，像假的,疑似假货|不发烫
train_0145,做工很精致。充满能用好几天,做工细致|续航久
train_0146,香味怪怪的，另外售后一直联系不上，另外尺码偏小，大一号合适,客服差|建议买大一码|香味不对
train_0147,上脚舒服,穿着舒适
train_0148,面料摸起来很廉价，鞋垫有点硌脚,面料差|鞋垫不平
train_0149,布料摸起来舒服。衣服下摆容易卷起来,面料不错|容易卷边
train_0150,很快就出故障了，而且玩一会儿就很烫,容易坏|容易发热
train_0151,样子非常好看，另外尺码合适，另外包装像高仿的,外观好看|疑似非正品|尺码合适
train_0152,鞋垫粘歪了，而且电池不耐用,续航差|鞋垫不平
train_0153,感觉不是正品，玩一会儿就很烫，香气很纯正,疑似非正品|容易发热|香味纯正
train_0154,物流很快。香味自然不刺鼻。建议买大一码,发货快|建议买大一码|香味纯正
train_0155,尺码刚刚好。充满能用好几天。缝线歪歪扭扭,尺码合适|续航久|做工粗糙
train_0156,穿着很舒适,穿着舒适
train_0157,洗一次就卷边了，另外续航太差了，另外外观很好看,续航差|容易卷边|外观好看
train_0158,质量可靠,质量好
train_0159,用一会就发热,容易发热
train_0160,用几天就坏了。这款偏小，建议拍大一号,容易坏|建议买大一码
train_0161,口感平平，而且鞋垫粘歪了，而且做工马马虎虎,鞋垫不平|味道一般|做工粗糙
train_0162,找客服也没人理，另外充满能用好几天,续航久|客服差
train_0163,电池不耐用，同时不知道是不是假的,续航差|疑似假货
train_0164,正常码穿不了，要买大点，另外充满能用好几天，另外边缘老是卷着,容易卷边|续航久|建议买大一码
train_0165,款式时尚好看,外观好看
train_0166,不像正品，同时会卷边,疑似非正品|容易卷边
train_0167,感觉不是正品,疑似非正品
train_0168,香精味太重。物美价廉。衣服下摆容易卷起来,性价比高|香味不对|容易卷边
train_0169,面料很差，同时电池不耐用,续航差|面料差
train_0170,怀疑是假货，同时比别家贵不少,价格贵|疑似非正品
train_0171,这款偏小，建议拍大一号。料子很不错,面料不错|建议买大一码
train_0172,版型显瘦，同时找客服也没人理,版型好看|客服差
train_0173,玩一会儿就很烫，另外鞋垫的胶凹凸不平，另外香气很纯正,香味纯正|容易发热|鞋垫不平
train_0174,做工粗糙，另外很快就出故障了，另外鞋垫有点硌脚,容易坏|做工粗糙|鞋垫不平
train_0175,一会儿就没电了，布料摸起来舒服,续航差|面料不错
train_0176,颜值很高，同时物美价廉，同时不怎么发热,外观好看|性价比高|不发烫
train_0177,发货速度一流，建议买大一码，做工细致,建议买大一码|做工细致|发货快
train_0178,怀疑买到假货了,疑似假货
train_0179,很快就出故障了，电池不耐用,容易坏|续航差
train_0180,走起来不累脚，而且建议买大一码,穿着舒适|建议买大一码
train_0181,日期很新，很新鲜。外观很好看,很新鲜|外观好看
train_0182,尺码合适，而且质量太差，容易坏，而且价钱有点高,容易坏|价格贵|尺码合适
train_0183,走起来不累脚，散热很好，续航很久,续航久|穿着舒适|不发烫
train_0184,不像正品，同时口感很好，同时香味怪怪的,味道不错|疑似非正品|香味不对
train_0185,发货速度一流,发货快
train_0186,续航太差了,续航差
train_0187,用几天就坏了,容易坏
train_0188,味道一般，另外连续用也不烫手,不发烫|味道一般
train_0189,布料摸起来舒服，另外细节处理得很好，另外缝线歪歪扭扭,做工细致|面料不错|做工粗糙
train_0190,价格太贵了，另外鞋底软，很舒服，另外颜值很高,外观好看|穿着舒适|价格贵
train_0191,细节处理得很好，半天就要充电,续航差|做工细致
train_0192,穿着很舒适。物流很快,穿着舒适|发货快
train_0193,不像正品，质量可靠，跟以前买的不一样，像假的,疑似非正品|疑似假货|质量好
train_0194,充满能用好几天，同时香味自然不刺鼻，同时做工很精致,做工细致|香味纯正|续航久
train_0195,尺码合适，同时正常码穿不了，要买大点,尺码合适|建议买大一码
train_0196,一个星期就坏了，另外发货也很快，另外售后一直联系不上,客服差|容易坏|发货快
train_0197,面料质感很棒,面料不错
train_0198,比别家贵不少，跟以前买的不一样，像假的，感觉不是正品,价格贵|疑似非正品|疑似假货
train_0199,会卷边，而且走起来不累脚,穿着舒适|容易卷边
train_0200,闻着很香。颜值很高。性价比很高,性价比高|外观好看|香味纯正
train_0201,鞋垫粘歪了,鞋垫不平
train_0202,续航很久，同时一会儿就没电了，同时穿着很舒适,穿着舒适|续航差|续航久
train_0203,用几天就坏了，散热很好,容易坏|不发烫
train_0204,面料很好,面料不错
train_0205,尺码刚刚好，同时味道正，同时穿上很显身材,版型好看|味道不错|尺码合适
train_0206,面料很差，怀疑是假货，用一会就发热,容易发热|面料差|疑似非正品
train_0207,收到的都很新鲜，另外半天就要充电,很新鲜|续航差
train_0208,味道很不错，料子不行，容易起球,味道不错|面料差
train_0209,不像正品，而且半天就要充电,续航差|疑似非正品
train_0210,穿着很舒适，而且价钱有点高,穿着舒适|价格贵
train_0211,料子不行，容易起球,面料差
train_0212,温度控制得很好，而且细节处理得很好,做工细致|不发烫
train_0213,质量可靠，另外怀疑买到假货了,疑似假货|质量好
train_0214,性价比不高，偏贵。建议买大一码。连续用也不烫手,价格贵|建议买大一码|不发烫
train_0215,电量很扛用，另外用起来很稳,质量好|续航久
train_0216,容易发烫,容易发热
train_0217,香精味太重，质量很好,香味不对|质量好
train_0218,尺码偏小，大一号合适,建议买大一码
train_0219,尺码刚刚好,尺码合适
train_0220,容易发烫,容易发热
train_0221,走线缝合得很整齐，而且电池耐用，而且剪裁很正,续航久|做工细致|版型好看
train_0222,发货速度一流,发货快
train_0223,上脚舒服,穿着舒适
train_0224,面料摸起来很廉价,面料差
train_0225,食材很新鲜，另外料子不行，容易起球，另外不像正品,面料差|疑似非正品|很新鲜
train_0226,电量很扛用。会卷边,续航久|容易卷边
train_0227,洗一次就卷边了,容易卷边
train_0228,比别家贵不少,价格贵
train_0229,续航很久,续航久
train_0230,版型好看。食材很新鲜。穿着大小很合适,版型好看|尺码合适|很新鲜
train_0231,性价比不高，偏贵,价格贵
train_0232,做工粗糙，另外做工扎实,质量好|做工粗糙
train_0233,版型显瘦，同时走起来不累脚,版型好看|穿着舒适
train_0234,正常码穿不了，要买大点，面料很差,建议买大一码|面料差
train_0235,细节处理得很好。可能是假货,做工细致|疑似假货
train_0236,用一会就发热,容易发热
train_0237,当天就发货了，同时会卷边，同时用几天就坏了,发货快|容易坏|容易卷边
train_0238,续航太差了,续航差
train_0239,边缘老是卷着，而且用几天就坏了，而且散热很好,容易坏|不发烫|容易卷边
train_0240,发货也很快,发货快
train_0241,版型好看,版型好看
train_0242,上脚舒服，另外物流很快，另外大小正好,发货快|穿着舒适|尺码合适
train_0243,正常码穿不了，要买大点,建议买大一码
train_0244,衣服下摆容易卷起来，同时鞋底软，很舒服,穿着舒适|容易卷边
train_0245,香精味太重，同时味道正,香味不对|味道不错
train_0246,这款偏小，建议拍大一号，同时版型显瘦,版型好看|建议买大一码
train_0247,充满能用好几天,续航久
train_0248,香气很纯正，另外质量可靠，另外做工细致,做工细致|质量好|香味纯正
train_0249,尺码偏小，大一号合适，另外发货也很快，另外香味怪怪的,发货快|香味不对|建议买大一码
train_0250,尺码刚刚好,尺码合适
train_0251,针脚都不齐，一个星期就坏了,做工粗糙|容易坏
train_0252,电池耐用，而且鞋垫的胶凹凸不平，而且容易发烫,续航久|容易发热|鞋垫不平
train_0253,穿着很舒适，而且性价比很高，而且很新鲜,性价比高|很新鲜|穿着舒适
train_0254,剪裁很正，穿着很舒适，布料摸起来舒服,面料不错|穿着舒适|版型好看
train_0255,款式时尚好看,外观好看
train_0256,做工细致，而且做工马马虎虎,做工粗糙|做工细致
train_0257,正常码穿不了，要买大点，而且散热很好,建议买大一码|不发烫
train_0258,一会儿就没电了，版型好看，做工粗糙,续航差|做工粗糙|版型好看
train_0259,客服没人管，尺码合适，质量太差，容易坏,尺码合适|容易坏|客服差
train_0260,料子很不错，而且面料很差，而且发热严重,面料不错|面料差|容易发热
train_0261,食材很新鲜，做工扎实，性价比很高,很新鲜|质量好|性价比高
train_0262,口感很好，同时价格太贵了,味道不错|价格贵
train_0263,香精味太重，同时穿着大小很合适，同时不知道是不是假的,尺码合适|香味不对|疑似假货
train_0264,香气很纯正，料子不行，容易起球,香味纯正|面料差
train_0265,尺码偏小，大一号合适，而且穿着大小很合适,建议买大一码|尺码合适
train_0266,这个价位很值，另外质量可靠,质量好|性价比高
train_0267,这款偏小，建议拍大一号,建议买大一码
train_0268,用一会就发热，同时走线缝合得很整齐,容易发热|做工细致
train_0269,鞋底软，很舒服，同时做工扎实,穿着舒适|质量好
train_0270,比别家贵不少，布料摸起来舒服,价格贵|面料不错
train_0271,半天就要充电,续航差
train_0272,鞋垫不平整，面料很好，电池不耐用,鞋垫不平|面料不错|续航差
train_0273,针脚都不齐,做工粗糙
train_0274,尺码合适，同时怀疑是假货,尺码合适|疑似非正品
train_0275,很新鲜，另外布料太差了,很新鲜|面料差
train_0276,客服没人管，而且电池耐用,续航久|客服差
train_0277,版型好看，另外尺码刚刚好,版型好看|尺码合适
train_0278,走起来不累脚,穿着舒适
train_0279,做工很精致,做工细致
train_0280,没什么特别，同时质量很好,味道一般|质量好
train_0281,衣服下摆容易卷起来，缝线歪歪扭扭，怀疑买到假货了,做工粗糙|疑似假货|容易卷边
train_0282,鞋垫不平整,鞋垫不平
train_0283,很快就出故障了。连续用也不烫手,不发烫|容易坏
train_0284,缝线歪歪扭扭,做工粗糙
train_0285,版型好看，价格不贵还好用，布料摸起来舒服,面料不错|性价比高|版型好看
train_0286,电池不耐用，而且日期很新，很新鲜,很新鲜|续航差
train_0287,香气很纯正，同时版型好看,版型好看|香味纯正
train_0288,味道不咋地,味道一般
train_0289,边缘老是卷着。版型好看,版型好看|容易卷边
train_0290,续航很久。发货速度一流,发货快|续航久
train_0291,味道一般。续航太差了。发货速度一流,发货快|味道一般|续航差
train_0292,充满能用好几天。味道很不错,续航久|味道不错
train_0293,充满能用好几天，同时衣服下摆容易卷起来,续航久|容易卷边
train_0294,做工粗糙，另外做工扎实,做工粗糙|质量好
train_0295,日期很新，很新鲜，同时口感很好,很新鲜|味道不错
train_0296,尺码合适，另外香味浓郁，另外质量太差，容易坏,香味纯正|容易坏|尺码合适
train_0297,售后一直联系不上,客服差
train_0298,做工细致,做工细致
train_0299,上脚舒服，同时香味自然不刺鼻,香味纯正|穿着舒适
train_0300,料子很不错，另外味道正，另外玩一会儿就很烫,面料不错|容易发热|味道不错
train_0301,做工马马虎虎,做工粗糙
train_0302,味道很不错，同时颜值很高,外观好看|味道不错
train_0303,香精味太重，鞋底软，很舒服,穿着舒适|香味不对
train_0304,发货速度一流，售后一直联系不上,发货快|客服差
train_0305,价钱有点高，不像正品,价格贵|疑似非正品
train_0306,很新鲜，剪裁很正,版型好看|很新鲜
train_0307,鞋垫有点硌脚，而且质量太差，容易坏,容易坏|鞋垫不平
train_0308,版型好看，另外尺码合适，另外价钱有点高,版型好看|尺码合适|价格贵
train_0309,走起来不累脚。发货速度一流。食材很新鲜,很新鲜|发货快|穿着舒适
train_0310,不像正品，同时香精味太重，同时洗一次就卷边了,香味不对|容易卷边|疑似非正品
train_0311,走线缝合得很整齐。半天就要充电,续航差|做工细致
train_0312,客服态度差，而且续航很久,客服差|续航久
train_0313,料子很不错，而且上脚舒服，而且充满能用好几天,续航久|面料不错|穿着舒适
train_0314,日期很新，很新鲜,很新鲜
train_0315,这款偏小，建议拍大一号,建议买大一码
train_0316,面料很差，另外上脚舒服，另外物美价廉,面料差|穿着舒适|性价比高
train_0317,穿着大小很合适。发热严重。味道不咋地,尺码合适|容易发热|味道一般
train_0318,颜值很高，同时很好吃,味道不错|外观好看
train_0319,用起来很稳，同时很好吃,质量好|味道不错
train_0320,鞋垫有点硌脚，而且售后一直联系不上，而且面料很好,鞋垫不平|面料不错|客服差
train_0321,价格太贵了，同时边缘老是卷着,价格贵|容易卷边
train_0322,很好吃，而且香味怪怪的，而且这个价位很值,性价比高|味道不错|香味不对
train_0323,电池不耐用,续航差
train_0324,细节处理得很好,做工细致
train_0325,物美价廉，另外电池不耐用，另外做工细致,性价比高|做工细致|续航差
train_0326,料子不行，容易起球。会卷边。很好吃,味道不错|面料差|容易卷边
train_0327,价钱有点高，另外香味自然不刺鼻，另外料子很不错,面料不错|香味纯正|价格贵
train_0328,面料质感很棒,面料不错
train_0329,会卷边,容易卷边
train_0330,收到的都很新鲜，同时电池耐用,很新鲜|续航久
train_0331,鞋垫的胶凹凸不平,鞋垫不平
train_0332,布料摸起来舒服,面料不错
train_0333,料子很不错，另外连续用也不烫手，另外味道不咋地,味道一般|不发烫|面料不错
train_0334,用一会就发热，而且大小正好，而且针脚都不齐,容易发热|做工粗糙|尺码合适
train_0335,售后一直联系不上,客服差
train_0336,找客服也没人理，同时料子不行，容易起球,面料差|客服差
train_0337,款式时尚好看，另外一个星期就坏了，另外质量很好,容易坏|质量好|外观好看
train_0338,料子不行，容易起球，而且剪裁很正，而且质量很好,版型好看|质量好|面料差
train_0339,物美价廉,性价比高
train_0340,用几天就坏了。鞋底软，很舒服。这款偏小，建议拍大一号,穿着舒适|容易坏|建议买大一码
train_0341,质量很好，剪裁很正,版型好看|质量好
train_0342,版型显瘦，口感很好，不像正品,版型好看|味道不错|疑似非正品
train_0343,包装像高仿的，而且质量很好，而且味道正,味道不错|质量好|疑似非正品
train_0344,收到的都很新鲜，另外建议买大一码，另外不像正品,建议买大一码|很新鲜|疑似非正品
train_0345,不怎么发热，另外香味怪怪的,香味不对|不发烫
train_0346,质量很好，做工粗糙,质量好|做工粗糙
train_0347,这款偏小，建议拍大一号，另外没什么特别,建议买大一码|味道一般
train_0348,尺码合适，同时香味自然不刺鼻,香味纯正|尺码合适
train_0349,没什么特别,味道一般
train_0350,料子很不错,面料不错
train_0351,洗一次就卷边了,容易卷边
train_0352,怀疑买到假货了，同时大小正好,疑似假货|尺码合适
train_0353,客服态度差,客服差
train_0354,鞋垫粘歪了,鞋垫不平
train_0355,样子非常好看,外观好看
train_0356,穿着很舒适,穿着舒适
train_0357,续航太差了，而且香气很纯正，而且做工扎实,续航差|质量好|香味纯正
train_0358,闻着很香。布料太差了。味道很不错,味道不错|面料差|香味纯正
train_0359,电池不耐用，另外香精味太重，另外料子不行，容易起球,面料差|续航差|香味不对
train_0360,客服态度差，性价比不高，偏贵,客服差|价格贵
train_0361,充满能用好几天，另外一会儿就没电了,续航久|续航差
train_0362,洗一次就卷边了,容易卷边
train_0363,香味浓郁。物美价廉。颜值很高,性价比高|外观好看|香味纯正
train_0364,跟以前买的不一样，像假的，同时这款偏小，建议拍大一号,建议买大一码|疑似假货
train_0365,用一会就发热,容易发热
train_0366,针脚都不齐，另外不知道是不是假的,做工粗糙|疑似假货
train_0367,香味浓郁，同时穿着很舒适，同时价钱有点高,穿着舒适|价格贵|香味纯正
train_0368,散热很好，而且味道很不错,不发烫|味道不错
train_0369,鞋底软，很舒服，另外很好吃，另外做工扎实,穿着舒适|质量好|味道不错
train_0370,洗一次就卷边了，另外电量很扛用，另外质量太差，容易坏,续航久|容易坏|容易卷边
train_0371,很快就出故障了。很好吃,味道不错|容易坏
train_0372,料子很不错,面料不错
train_0373,不像正品，而且跟以前买的不一样，像假的,疑似假货|疑似非正品
train_0374,样子非常好看，同时穿着大小很合适,外观好看|尺码合适
train_0375,充满能用好几天，同时布料摸起来舒服,面料不错|续航久
train_0376,当天就发货了,发货快
train_0377,版型好看，而且价格太贵了，而且续航很久,续航久|价格贵|版型好看
train_0378,样子非常好看，同时做工粗糙，同时做工扎实,外观好看|做工粗糙|质量好
train_0379,鞋底软，很舒服,穿着舒适
train_0380,温度控制得很好,不发烫
train_0381,剪裁很正,版型好看
train_0382,版型显瘦，温度控制得很好,不发烫|版型好看
train_0383,很好吃，同时发货速度一流，同时颜值很高,发货快|外观好看|味道不错
train_0384,食材很新鲜，怀疑是假货,很新鲜|疑似非正品
train_0385,香气很纯正。面料摸起来很廉价。续航很久,香味纯正|续航久|面料差
train_0386,电池耐用，另外价格太贵了,价格贵|续航久
train_0387,鞋垫的胶凹凸不平，而且电量很扛用,续航久|鞋垫不平
train_0388,香味自然不刺鼻,香味纯正
train_0389,缝线歪歪扭扭,做工粗糙
train_0390,价格太贵了，另外一会儿就没电了，另外口感平平,续航差|价格贵|味道一般
train_0391,衣服下摆容易卷起来,容易卷边
train_0392,包装像高仿的,疑似非正品
train_0393,大小正好，面料很差,尺码合适|面料差
train_0394,这款偏小，建议拍大一号,建议买大一码
train_0395,料子不行，容易起球，同时鞋底软，很舒服,穿着舒适|面料差
train_0396,这个价位很值，而且款式时尚好看,性价比高|外观好看
train_0397,一会儿就没电了，感觉不是正品，大小正好,疑似非正品|续航差|尺码合适
train_0398,物流很快，同时穿着大小很合适,发货快|尺码合适
train_0399,做工粗糙,做工粗糙
train_0400,面料很差，质量太差，容易坏,容易坏|面料差
train_0401,尺码偏小，大一号合适,建议买大一码
train_0402,建议买大一码。版型好看。走线缝合得很整齐,版型好看|建议买大一码|做工细致
train_0403,鞋垫粘歪了，闻着很香，用一会就发热,鞋垫不平|容易发热|香味纯正
train_0404,怀疑是假货，同时款式时尚好看，同时怀疑买到假货了,疑似假货|外观好看|疑似非正品
train_0405,性价比很高，同时物流很快,性价比高|发货快
train_0406,会卷边，而且这个价位很值,容易卷边|性价比高
train_0407,穿着很舒适，价格不贵还好用，电池耐用,续航久|性价比高|穿着舒适
train_0408,玩一会儿就很烫，同时香精味太重,容易发热|香味不对
train_0409,香味怪怪的。闻着很香,香味不对|香味纯正
train_0410,口感很好。发热严重。价格不贵还好用,味道不错|性价比高|容易发热
train_0411,玩一会儿就很烫,容易发热
train_0412,做工很精致，另外用几天就坏了,容易坏|做工细致
train_0413,很好吃，而且很新鲜，而且鞋垫粘歪了,味道不错|很新鲜|鞋垫不平
train_0414,售后一直联系不上。款式时尚好看。衣服下摆容易卷起来,容易卷边|外观好看|客服差
train_0415,包装像高仿的。尺码合适,疑似非正品|尺码合适
train_0416,缝线歪歪扭扭。电池耐用。做工很精致,续航久|做工粗糙|做工细致
train_0417,充满能用好几天，同时尺码合适，同时一会儿就没电了,续航差|续航久|尺码合适
train_0418,版型显瘦,版型好看
train_0419,日期很新，很新鲜，另外大小正好,尺码合适|很新鲜
train_0420,洗一次就卷边了,容易卷边
train_0421,香味怪怪的,香味不对
train_0422,容易发烫，另外收到的都很新鲜,容易发热|很新鲜
train_0423,收到的都很新鲜,很新鲜
train_0424,会卷边,容易卷边
train_0425,闻着很香,香味纯正
train_0426,鞋垫不平整，另外料子很不错，另外口感平平,鞋垫不平|味道一般|面料不错
train_0427,鞋垫粘歪了,鞋垫不平
train_0428,充满能用好几天,续航久
train_0429,料子很不错,面料不错
